,Word,Start,End,time_spent,post_pause,speaker,length,std_time_spent,amplitude,post_space,time,pitch
34,impeached,10.04,10.58,0.5400000000000009,0.08,0,9,0.0600000000000001,0.19909015194400093,0.08000000000000007,10.309999999999999,188.63671690225928
35,and,10.66,10.86,0.1999999999999993,0.0400000000000009,0,3,0.06666666666666643,0.29387692924087483,0.040000000000000924,10.76,187.7590569863813
36,removed,10.9,11.26,0.3599999999999994,0.0199999999999995,0,7,0.05142857142857134,0.2683100324343353,0.019999999999999574,11.08,184.72164940635798
37,from,11.28,11.42,0.1400000000000005,0.0600000000000005,0,4,0.03500000000000013,0.16138413913898483,0.0600000000000005,11.35,171.17553346110594
38,office,11.48,12.04,0.5599999999999987,0.9800000000000004,0,6,0.09333333333333312,0.29975492825980743,0.9800000000000004,11.76,142.82017311140933
39,and,13.02,13.3,0.2800000000000011,0.1399999999999988,0,3,0.0933333333333337,0.5129769858387188,0.1399999999999988,13.16,204.52785246295687
40,and,13.44,13.92,0.4800000000000004,0.2799999999999993,0,3,0.16000000000000014,0.26808063126103115,0.27999999999999936,13.68,225.9197287990963
41,one,14.2,14.4,0.200000000000001,0.0399999999999991,0,3,0.066666666666667,0.4761419580100264,0.03999999999999915,14.3,227.02057768433275
42,has,14.44,14.64,0.200000000000001,0.0199999999999995,0,3,0.066666666666667,0.4641401322245846,0.019999999999999574,14.54,233.8844272128868
43,to,14.66,14.74,0.08,0.0600000000000005,0,2,0.04,0.18458151786617213,0.0600000000000005,14.7,240.86677798409028
44,wonder,14.8,15.18,0.379999999999999,1.1400000000000006,0,6,0.06333333333333317,0.23120864223119708,1.1400000000000006,14.99,172.4306593786379
45,whether,16.32,16.82,0.5,0.4800000000000004,0,7,0.07142857142857142,0.4092803288323217,0.4800000000000004,16.57,198.08776531729887
46,new,17.3,17.46,0.1600000000000001,0.0199999999999995,0,3,0.053333333333333365,0.5299075641189641,0.019999999999999574,17.380000000000003,230.21250106611322
47,information,17.48,18.2,0.7199999999999989,0.0600000000000022,0,11,0.06545454545454535,0.2718851102678104,0.060000000000002274,17.84,214.67065378827073
48,concerning,18.26,18.84,0.5799999999999983,0.3000000000000007,0,10,0.05799999999999983,0.18888207149818195,0.3000000000000007,18.55,169.71340195750332
49,emails,19.14,19.8,0.6600000000000001,0.0399999999999991,0,6,0.11000000000000003,0.39129129663400813,0.03999999999999915,19.47,219.12597947331125
50,involving,19.84,20.3,0.4600000000000008,0.0599999999999987,0,9,0.0511111111111112,0.24634582907178365,0.05999999999999872,20.07,157.06155604174234
51,michael,20.36,20.64,0.2800000000000011,0.0599999999999987,0,7,0.040000000000000153,0.3115164855055352,0.05999999999999872,20.5,234.29250178173083
52,duffy,20.7,21.06,0.3599999999999994,0.0800000000000018,0,5,0.07199999999999987,0.2650005678458376,0.08000000000000185,20.88,187.11359872852873
53,at,21.14,21.22,0.0799999999999983,0.0199999999999995,0,2,0.03999999999999915,0.16449133782600037,0.019999999999999574,21.18,167.47997489836916
54,the,21.24,21.3,0.0600000000000022,0.0999999999999978,0,3,0.020000000000000732,0.1487777195117726,0.09999999999999787,21.27,174.2777480490243
55,o,21.4,21.52,0.120000000000001,0.0800000000000018,0,1,0.120000000000001,0.3407597416295153,0.08000000000000185,21.46,211.8743530587012
56,m,21.6,21.68,0.0799999999999983,0.1000000000000014,0,1,0.0799999999999983,0.3697755537276395,0.10000000000000142,21.64,198.0079237467175
57,b,21.78,21.9,0.1199999999999974,0.740000000000002,0,1,0.1199999999999974,0.2601627900847342,0.740000000000002,21.84,183.29146842548127
58,revealing,22.64,23.18,0.5399999999999991,0.0800000000000018,0,9,0.05999999999999991,0.2978692841776667,0.08000000000000185,22.91,189.1425561896824
59,that,23.26,23.48,0.2199999999999988,1.0399999999999991,0,4,0.0549999999999997,0.23592254109112695,1.0399999999999991,23.37,148.54722707702206
60,aid,24.52,24.9,0.379999999999999,0.0600000000000022,0,3,0.12666666666666634,0.486703261140629,0.060000000000002274,24.71,234.38115702194344
61,was,24.96,25.26,0.3000000000000007,0.0599999999999987,0,3,0.10000000000000024,0.3919688813819756,0.05999999999999872,25.11,195.84854117870466
62,withheld,25.32,26.18,0.8599999999999994,0.4800000000000004,0,8,0.10749999999999993,0.25497947579708485,0.4800000000000004,25.75,151.45664179242618
63,at,26.66,26.88,0.2199999999999988,0.120000000000001,0,2,0.1099999999999994,0.4852980413558194,0.120000000000001,26.77,155.2812628117942
64,for,27.0,27.2,0.1999999999999993,0.0399999999999991,0,3,0.06666666666666643,0.3345844170068484,0.03999999999999915,27.1,200.21503367884566
65,a,27.24,27.28,0.0400000000000027,0.0599999999999987,0,1,0.0400000000000027,0.5116753263629435,0.05999999999999872,27.259999999999998,182.01863528735925
66,period,27.34,27.72,0.379999999999999,0.0,0,6,0.06333333333333317,0.33004731124672365,0.0,27.53,232.07723154497242
67,of,27.72,27.82,0.1000000000000014,0.0399999999999991,0,2,0.0500000000000007,0.21341841275176787,0.03999999999999915,27.77,171.16063077247466
68,time,27.86,28.24,0.379999999999999,0.0800000000000018,0,4,0.09499999999999975,0.20539374332611596,0.08000000000000185,28.049999999999997,170.18175661318463
69,and,28.32,28.42,0.1000000000000014,0.0799999999999983,0,3,0.0333333333333338,0.2085164044204331,0.0799999999999983,28.37,173.45341783337707
70,then,28.5,28.7,0.1999999999999993,0.120000000000001,0,4,0.04999999999999982,0.30890768920682715,0.120000000000001,28.6,175.71050305285632
71,suddenly,28.82,29.32,0.5,0.4199999999999981,0,8,0.0625,0.3793838001526114,0.41999999999999815,29.07,218.72119415230927
72,released,29.74,30.3,0.5600000000000023,0.259999999999998,0,8,0.07000000000000028,0.24490914184857185,0.259999999999998,30.02,178.49345552730688
73,as,30.56,30.76,0.2000000000000028,0.0199999999999995,0,2,0.1000000000000014,0.4034763595129214,0.019999999999999574,30.66,158.70337578885656
74,it,30.78,30.84,0.0599999999999987,0.0199999999999995,0,2,0.02999999999999935,0.3522286812405394,0.019999999999999574,30.810000000000002,170.30170648895606
75,became,30.86,31.18,0.3200000000000003,0.0399999999999991,0,6,0.05333333333333338,0.20582831652398906,0.03999999999999915,31.02,178.05668596046212
76,public,31.22,31.58,0.3599999999999994,0.0400000000000027,0,6,0.059999999999999894,0.3075614145187478,0.0400000000000027,31.4,167.70246824328984
77,that,31.62,31.72,0.0999999999999978,0.0400000000000027,0,4,0.02499999999999945,0.21678217582499384,0.0400000000000027,31.67,161.04315548203206
78,there,31.76,31.92,0.1600000000000001,0.0599999999999987,0,5,0.032000000000000015,0.3237848519164443,0.05999999999999872,31.840000000000003,158.9227528601086
79,was,31.98,32.24,0.2600000000000015,0.2399999999999948,0,3,0.08666666666666717,0.2918724752501164,0.23999999999999488,32.11,150.98220578512252
80,a,32.48,32.56,0.0800000000000054,0.1400000000000005,0,1,0.0800000000000054,0.46095018530884685,0.14000000000000057,32.519999999999996,76.18774698289172
81,whistle,32.7,33.02,0.3200000000000003,0.019999999999996,0,7,0.045714285714285756,0.2110786428361661,0.01999999999999602,32.86,161.95854101417947
82,blower,33.04,33.34,0.3000000000000042,0.0599999999999951,0,6,0.050000000000000704,0.2034585510542723,0.05999999999999517,33.19,150.22578114907475
83,complaint,33.4,33.94,0.5399999999999991,0.3400000000000034,0,9,0.05999999999999991,0.08327896675525584,0.3400000000000034,33.67,149.56997038509988
84,do,34.28,34.38,0.1000000000000014,0.019999999999996,0,2,0.0500000000000007,0.3092124675852457,0.01999999999999602,34.33,186.06880617668529
85,you,34.4,34.4,0.0,0.1200000000000045,0,3,0.0,,0.12000000000000455,34.4,
86,believe,34.52,34.8,0.279999999999994,0.0200000000000031,0,7,0.03999999999999914,0.5587832688572066,0.020000000000003126,34.66,253.87394941357397
87,that,34.82,34.96,0.1400000000000005,0.0399999999999991,0,4,0.03500000000000013,0.7110311469985823,0.03999999999999915,34.89,208.32385674679173
88,in,35.0,35.08,0.0799999999999983,0.0799999999999983,0,2,0.03999999999999915,0.2720327001030538,0.0799999999999983,35.04,190.5844261497037
89,any,35.16,35.38,0.2200000000000059,0.0599999999999951,0,3,0.0733333333333353,0.45925841088535885,0.05999999999999517,35.269999999999996,212.2486427999421
90,way,35.44,35.62,0.1799999999999997,0.1000000000000014,0,3,0.059999999999999894,0.499667520808308,0.10000000000000142,35.53,219.2959145465766
91,changes,35.72,36.42,0.7000000000000028,0.0399999999999991,0,7,0.10000000000000041,0.2643387200572964,0.03999999999999915,36.07,200.42285544137098
92,or,36.46,36.58,0.1199999999999974,0.0799999999999983,0,2,0.0599999999999987,0.19547531312743502,0.0799999999999983,36.519999999999996,156.2050720602198
93,galvanizes,36.66,37.62,0.9600000000000009,0.0600000000000022,0,10,0.09600000000000009,0.2611143778045434,0.060000000000002274,37.14,165.80405796537437
94,democrats,37.68,38.36,0.6799999999999997,0.8200000000000003,0,9,0.07555555555555553,0.16900853150181416,0.8200000000000003,38.019999999999996,152.34565017435742
95,to,39.18,39.3,0.1199999999999974,0.1799999999999997,0,2,0.0599999999999987,0.2762954670299921,0.17999999999999972,39.239999999999995,215.37623633825098
96,to,39.48,39.58,0.1000000000000014,0.1000000000000014,0,2,0.0500000000000007,0.2665978909174173,0.10000000000000142,39.53,176.77660646974428
97,press,39.68,40.0,0.3200000000000003,0.0799999999999983,0,5,0.06400000000000006,0.2956674964797778,0.0799999999999983,39.84,230.97231548363783
98,on,40.08,40.28,0.2000000000000028,0.1199999999999974,0,2,0.1000000000000014,0.4447428262096565,0.11999999999999744,40.18,176.06130003497427
99,hearing,40.4,40.78,0.3800000000000025,0.0600000000000022,0,7,0.054285714285714645,0.32103638346658236,0.060000000000002274,40.59,213.80959402329867
100,witnesses,40.84,41.3,0.4599999999999937,0.0400000000000062,0,9,0.05111111111111041,0.21444535858364377,0.04000000000000625,41.07,167.84266293911227
101,before,41.34,41.78,0.4399999999999977,0.259999999999998,0,6,0.07333333333333296,0.22342004091687104,0.259999999999998,41.56,162.11688407841555
102,a,42.04,42.1,0.0600000000000022,0.1000000000000014,0,1,0.0600000000000022,0.08121451623578525,0.10000000000000142,42.07,174.5458003710931
103,us,42.2,42.38,0.1799999999999997,0.0599999999999951,0,2,0.08999999999999984,0.2909290511649379,0.05999999999999517,42.290000000000006,160.8575991123988
104,senate,42.44,42.64,0.2000000000000028,0.0600000000000022,0,6,0.0333333333333338,0.1773201675697882,0.060000000000002274,42.54,152.88106585339293
105,trial,42.7,43.08,0.3799999999999954,0.6799999999999997,0,5,0.07599999999999908,0.18698842706155275,0.6799999999999997,42.89,132.82028294966128
106,i,43.76,43.84,0.0800000000000054,0.0599999999999951,2,1,0.0800000000000054,0.5267361884504599,0.05999999999999517,43.8,270.53511283204875
107,don't,43.9,44.02,0.1200000000000045,0.1999999999999957,2,5,0.024000000000000903,0.4783779606173588,0.19999999999999574,43.96,247.93567218970807
108,i,44.22,44.3,0.0799999999999983,0.0400000000000062,1,1,0.0799999999999983,0.26972636852266035,0.04000000000000625,44.26,166.51654022757958
109,don't,44.34,44.44,0.0999999999999943,0.0399999999999991,1,5,0.01999999999999886,0.46266055217362423,0.03999999999999915,44.39,225.91483454959274
110,think,44.48,44.6,0.1200000000000045,0.0399999999999991,1,5,0.024000000000000903,0.40729602762323064,0.03999999999999915,44.54,201.2718707240546
111,the,44.64,44.7,0.0600000000000022,0.0799999999999983,1,3,0.020000000000000732,0.3306926750811921,0.0799999999999983,44.67,126.08670663905708
112,facts,44.78,45.18,0.3999999999999986,0.0200000000000031,1,5,0.07999999999999971,0.237825334561891,0.020000000000003126,44.980000000000004,156.64812002861467
113,are,45.2,45.28,0.0799999999999983,0.0399999999999991,1,3,0.0266666666666661,0.327279694726701,0.03999999999999915,45.24,158.71099432782367
114,even,45.32,45.52,0.2000000000000028,0.0599999999999951,1,4,0.0500000000000007,0.1933684688224555,0.05999999999999517,45.42,145.5113468306084
115,in,45.58,45.66,0.0799999999999983,0.0600000000000022,1,2,0.03999999999999915,0.15247333262650603,0.060000000000002274,45.62,140.5464860939207
116,dispute,45.72,46.26,0.5399999999999991,0.0600000000000022,1,7,0.07714285714285703,0.16676849416085027,0.060000000000002274,45.989999999999995,176.61896378391415
117,here,46.32,46.58,0.259999999999998,0.1200000000000045,1,4,0.0649999999999995,0.1882075319059022,0.12000000000000455,46.45,117.84520032217966
118,whether,46.7,46.94,0.2399999999999948,0.0399999999999991,1,7,0.034285714285713545,0.2775386870722416,0.03999999999999915,46.82,134.28045260023083
119,or,46.98,47.06,0.0800000000000054,0.0399999999999991,1,2,0.0400000000000027,0.2533026629944348,0.03999999999999915,47.019999999999996,135.71043531976244
120,not,47.1,47.3,0.1999999999999957,0.5200000000000031,1,3,0.06666666666666524,0.35846484723716177,0.5200000000000031,47.2,132.40558451834787
121,money,47.82,48.04,0.2199999999999988,0.0399999999999991,1,5,0.04399999999999976,0.39581032858740123,0.03999999999999915,47.93,149.6243460223847
122,was,48.08,48.22,0.1400000000000005,0.0399999999999991,1,3,0.046666666666666835,0.20578158672721936,0.03999999999999915,48.15,138.26481047593464
123,with,48.26,48.46,0.2000000000000028,0.019999999999996,1,4,0.0500000000000007,0.2294970068357563,0.01999999999999602,48.36,135.95091886480702
124,hell,48.48,48.64,0.1600000000000037,0.0600000000000022,1,4,0.040000000000000924,0.6064869401718955,0.060000000000002274,48.56,139.2170420024333
125,there,48.7,48.86,0.1599999999999966,0.0,1,5,0.03199999999999932,0.4606706127821495,0.0,48.78,138.41170387439516
126,are,48.86,48.88,0.0200000000000031,0.0599999999999951,1,3,0.006666666666667699,0.2655210818862522,0.05999999999999517,48.870000000000005,136.59487352351903
127,multiple,48.94,49.36,0.4200000000000017,0.4399999999999977,1,8,0.05250000000000021,0.2914247483074727,0.4399999999999977,49.15,139.60544207020465
128,times,49.8,50.34,0.5400000000000063,0.0399999999999991,1,5,0.10800000000000125,0.3093550826815938,0.03999999999999915,50.07,148.0957583888767
129,where,50.38,50.64,0.259999999999998,0.4600000000000008,1,5,0.0519999999999996,0.43032616026512444,0.46000000000000085,50.510000000000005,138.21851323235407
130,people,51.1,51.36,0.259999999999998,0.0399999999999991,1,6,0.043333333333333,0.1826288779686061,0.03999999999999915,51.230000000000004,136.3427707977542
131,in,51.4,51.46,0.0600000000000022,0.019999999999996,1,2,0.0300000000000011,0.2381091528904914,0.01999999999999602,51.43,144.43013780571826
132,the,51.48,51.54,0.0600000000000022,0.0600000000000022,1,3,0.020000000000000732,0.2324239164559436,0.060000000000002274,51.51,136.87893739737737
133,trump,51.6,51.82,0.2199999999999988,0.0399999999999991,1,5,0.04399999999999976,0.25612217789762004,0.03999999999999915,51.71,143.38281059779808
134,white,51.86,52.02,0.1600000000000037,0.019999999999996,1,5,0.032000000000000736,0.3975604978027537,0.01999999999999602,51.94,141.9011840479269
135,house,52.04,52.26,0.2199999999999988,0.0399999999999991,1,5,0.04399999999999976,0.3887787589975481,0.03999999999999915,52.15,143.20721552021308
136,have,52.3,52.4,0.1000000000000014,0.0799999999999983,1,4,0.02500000000000035,0.2768925705055531,0.0799999999999983,52.349999999999994,147.79084580595477
137,said,52.48,52.72,0.240000000000002,0.0399999999999991,1,4,0.0600000000000005,0.38615175389424455,0.03999999999999915,52.599999999999994,198.8021910626738
138,that,52.76,52.88,0.1200000000000045,0.019999999999996,1,4,0.030000000000001126,0.2538384514597166,0.01999999999999602,52.82,148.52492637126585
139,that,52.9,53.04,0.1400000000000005,0.0200000000000031,1,4,0.03500000000000013,0.29539753611126646,0.020000000000003126,52.97,126.83212960832304
140,was,53.06,53.18,0.1199999999999974,0.0200000000000031,1,3,0.039999999999999133,0.0935622716710422,0.020000000000003126,53.120000000000005,141.35912390469258
141,the,53.2,53.28,0.0799999999999983,0.0600000000000022,1,3,0.0266666666666661,0.11115375588992937,0.060000000000002274,53.24,152.4936124733185
142,case,53.34,53.6,0.259999999999998,0.0399999999999991,1,4,0.0649999999999995,0.12107707911157733,0.03999999999999915,53.47,131.12456520682363
143,the,53.64,53.68,0.0399999999999991,0.0600000000000022,1,3,0.013333333333333032,0.19012438698562548,0.060000000000002274,53.66,180.4784672558723
144,only,53.74,53.92,0.1799999999999997,0.0599999999999951,1,4,0.04499999999999992,0.26103897042152263,0.05999999999999517,53.83,181.89192340064628
145,issue,53.98,54.24,0.2600000000000051,0.0399999999999991,1,5,0.052000000000001025,0.23147359518849972,0.03999999999999915,54.11,147.1307180886174
146,is,54.28,54.38,0.1000000000000014,0.0399999999999991,1,2,0.0500000000000007,0.18174919776768422,0.03999999999999915,54.33,149.1095168789497
147,whether,54.42,54.64,0.2199999999999988,0.0600000000000022,1,7,0.03142857142857126,0.28574725063211676,0.060000000000002274,54.53,142.59409750869085
148,the,54.7,54.76,0.0599999999999951,0.0600000000000022,1,3,0.019999999999998366,0.284038427337738,0.060000000000002274,54.730000000000004,169.30157521606841
149,republicans,54.82,55.48,0.6599999999999966,0.0400000000000062,1,11,0.05999999999999969,0.23841828670355356,0.04000000000000625,55.15,143.8264005362111
150,think,55.52,55.8,0.279999999999994,0.3599999999999994,1,5,0.055999999999998794,0.22494476756916543,0.35999999999999943,55.66,144.55234596345835
151,this,56.16,56.36,0.2000000000000028,0.0200000000000031,1,4,0.0500000000000007,0.33451509113334055,0.020000000000003126,56.26,188.1908483867296
152,is,56.38,56.5,0.1199999999999974,0.0799999999999983,1,2,0.0599999999999987,0.4477334039540962,0.0799999999999983,56.44,176.99390153476742
153,serious,56.58,57.08,0.5,0.0399999999999991,1,7,0.07142857142857142,0.37565851262065597,0.03999999999999915,56.83,190.61336071415863
154,enough,57.12,57.42,0.3000000000000042,0.3399999999999963,1,6,0.050000000000000704,0.18992924945947529,0.3399999999999963,57.269999999999996,130.62050650021848
155,and,57.76,57.9,0.1400000000000005,0.0200000000000031,1,3,0.046666666666666835,0.2705454307464898,0.020000000000003126,57.83,195.30769967029397
156,i,57.92,57.98,0.0599999999999951,0.1799999999999997,1,1,0.0599999999999951,0.5817575556870149,0.17999999999999972,57.95,188.38301375024255
157,do,58.16,58.3,0.1400000000000005,0.1600000000000037,1,2,0.07000000000000026,0.4872277923520509,0.1600000000000037,58.23,251.04477775972165
158,think,58.46,58.76,0.2999999999999971,0.0800000000000054,1,5,0.05999999999999942,0.28216447909900666,0.0800000000000054,58.61,152.18277264190456
159,that,58.84,59.0,0.1599999999999966,0.0600000000000022,1,4,0.03999999999999915,0.34740291828741415,0.060000000000002274,58.92,150.51437875284049
160,the,59.06,59.14,0.0799999999999983,0.1000000000000014,1,3,0.0266666666666661,0.2719904380391096,0.10000000000000142,59.1,173.3237110937009
161,only,59.24,59.54,0.2999999999999971,0.1000000000000014,1,4,0.07499999999999928,0.3548332233106913,0.10000000000000142,59.39,201.75569946172203
162,reason,59.64,60.0,0.3599999999999994,0.0600000000000022,1,6,0.059999999999999894,0.26156908330046813,0.060000000000002274,59.82,176.7566592246713
163,that,60.06,60.16,0.0999999999999943,0.0400000000000062,1,4,0.024999999999998575,0.42673893299289867,0.04000000000000625,60.11,149.30319182604757
164,impeachment,60.2,60.88,0.6799999999999997,0.0599999999999951,1,11,0.06181818181818179,0.1305477554657713,0.05999999999999517,60.540000000000006,162.4849373432015
165,will,60.94,61.08,0.1400000000000005,0.0799999999999983,1,4,0.03500000000000013,0.3064710214828573,0.0799999999999983,61.01,153.97640457082068
166,have,61.16,61.38,0.2200000000000059,0.0999999999999943,1,4,0.05500000000000148,0.27718020103747537,0.09999999999999432,61.269999999999996,166.87588864420286
167,some,61.48,61.72,0.240000000000002,0.0799999999999983,1,4,0.0600000000000005,0.28535305194437904,0.0799999999999983,61.599999999999994,188.85178400375025
168,impact,61.8,62.44,0.6400000000000006,0.1200000000000045,1,6,0.10666666666666676,0.1961286469788795,0.12000000000000455,62.12,150.92860625490994
169,next,62.56,62.88,0.3200000000000003,0.0599999999999951,1,4,0.08000000000000007,0.17447593717208484,0.05999999999999517,62.72,150.84263226952496
170,year,62.94,63.2,0.2600000000000051,0.5399999999999991,1,4,0.06500000000000128,0.3781358128375412,0.5399999999999991,63.07,147.56234433803576
171,is,63.74,63.88,0.1400000000000005,0.0599999999999951,1,2,0.07000000000000026,0.4232651398879138,0.05999999999999517,63.81,175.78094860421058
172,if,63.94,64.06,0.1200000000000045,0.480000000000004,1,2,0.06000000000000225,0.2776507658528201,0.480000000000004,64.0,201.2910145312742
173,americans,64.54,65.12,0.5799999999999983,0.0600000000000022,1,9,0.06444444444444425,0.4904605688074622,0.060000000000002274,64.83000000000001,232.80767055978103
174,don't,65.18,65.42,0.2399999999999948,0.019999999999996,1,5,0.04799999999999896,0.3868422667952926,0.01999999999999602,65.30000000000001,191.88361481848753
175,believe,65.44,65.94,0.5,0.1000000000000085,1,7,0.07142857142857142,0.3265000854482242,0.10000000000000853,65.69,179.782758468051
176,that,66.04,66.28,0.2399999999999948,0.1200000000000045,1,4,0.0599999999999987,0.43709297814887454,0.12000000000000455,66.16,145.4847315876452
177,the,66.4,66.44,0.039999999999992,0.0600000000000022,1,3,0.013333333333330666,0.2786511365620835,0.060000000000002274,66.42,135.0409314470137
178,republicans,66.5,67.12,0.6200000000000045,0.019999999999996,1,11,0.056363636363636775,0.2119438791628662,0.01999999999999602,66.81,148.5277057151355
179,in,67.14,67.22,0.0799999999999983,0.019999999999996,1,2,0.03999999999999915,0.17487086262633375,0.01999999999999602,67.18,147.68061600674284
180,the,67.24,67.3,0.0600000000000022,0.0400000000000062,1,3,0.020000000000000732,0.18073649161745473,0.04000000000000625,67.27,143.40519117529956
181,senate,67.34,67.62,0.2800000000000011,0.039999999999992,1,6,0.04666666666666685,0.22130492180863484,0.03999999999999204,67.48,143.02605500046812
182,have,67.66,67.8,0.1400000000000005,0.0799999999999983,1,4,0.03500000000000013,0.17870009378504934,0.0799999999999983,67.72999999999999,129.5411216091158
183,taken,67.88,68.34,0.4600000000000079,0.4399999999999977,1,5,0.09200000000000158,0.2009826903274848,0.4399999999999977,68.11,148.45504013117355
184,a,68.78,68.9,0.1200000000000045,0.0999999999999943,1,1,0.1200000000000045,0.28254184394658466,0.09999999999999432,68.84,153.15567319656472
185,look,69.0,69.24,0.2399999999999948,0.0200000000000102,1,4,0.0599999999999987,0.242127675484467,0.020000000000010232,69.12,145.52475079920626
186,at,69.26,69.34,0.0799999999999983,0.019999999999996,1,2,0.03999999999999915,0.21113175906755174,0.01999999999999602,69.30000000000001,145.80974355065058
187,the,69.36,69.44,0.0799999999999983,0.0600000000000022,1,3,0.0266666666666661,0.1966204279013793,0.060000000000002274,69.4,152.69789506764286
188,facts,69.5,69.86,0.3599999999999994,0.0799999999999983,1,5,0.07199999999999987,0.19459450265451714,0.0799999999999983,69.68,141.62444475190227
189,seriously,69.94,70.6,0.6599999999999966,0.4400000000000119,1,9,0.07333333333333296,0.19609341044780268,0.44000000000001194,70.27,130.77709262560032
190,and,71.04,71.24,0.1999999999999886,0.1800000000000068,1,3,0.06666666666666286,0.42154677148937286,0.18000000000000682,71.14,192.51338375155242
